name,sample_count,mean_ms,std_ms,p50_ms,p95_ms,p99_ms,p999_ms,max_ms
downlink_send_interval_ms,2999,100.00491932444145,8.747916649839832,99.93329199960499,116.15063389976967,120.1732225001615,123.21100033613581,124.00745800005097
uplink_interarrival_ms,4504,66.60055737766432,12.510870704505601,58.005417000003945,85.7214498996882,86.0945667500664,86.62956650090292,88.57962499996574
pc104_uptime_delta_ms,4504,66.66452042628775,12.264586870785305,58.0,85.0,85.0,85.0,85.0
first_echo_rtt_ms,1001,266.29544222277383,30.441422225574616,264.67779199992947,313.96475100018506,315.60674999991534,316.5357090001635,318.55016700001215
receive_to_first_pack_ms,1001,8.507492507492508,7.4999962574878305,16.0,16.0,16.0,16.0,16.0
echo_event_interval_ms,1000,300.0,0.0,300.0,300.0,300.0,300.0,300.0
