mode,iter,wall_ms,ipopt_ms,solver_status,timing_source
warm,0,34.0086,26.4436,Solve_Succeeded,wall_perf_counter
warm,1,34.3141,26.4014,Solve_Succeeded,wall_perf_counter
warm,2,34.5101,26.9899,Solve_Succeeded,wall_perf_counter
warm,3,34.3632,26.9804,Solve_Succeeded,wall_perf_counter
warm,4,33.0887,25.7697,Solve_Succeeded,wall_perf_counter
warm,5,32.9128,25.4629,Solve_Succeeded,wall_perf_counter
warm,6,32.6235,25.2144,Solve_Succeeded,wall_perf_counter
warm,7,32.6927,25.3792,Solve_Succeeded,wall_perf_counter
warm,8,32.9110,25.5690,Solve_Succeeded,wall_perf_counter
warm,9,32.2785,25.0871,Solve_Succeeded,wall_perf_counter
warm,10,33.4007,26.1966,Solve_Succeeded,wall_perf_counter
warm,11,32.6900,25.1613,Solve_Succeeded,wall_perf_counter
warm,12,32.0553,24.7978,Solve_Succeeded,wall_perf_counter
warm,13,32.8019,25.5201,Solve_Succeeded,wall_perf_counter
warm,14,33.0704,25.5703,Solve_Succeeded,wall_perf_counter
warm,15,32.8430,25.6146,Solve_Succeeded,wall_perf_counter
warm,16,33.0152,25.6012,Solve_Succeeded,wall_perf_counter
warm,17,32.7364,25.3696,Solve_Succeeded,wall_perf_counter
warm,18,32.7819,25.5598,Solve_Succeeded,wall_perf_counter
warm,19,33.7939,26.3329,Solve_Succeeded,wall_perf_counter
warm,20,34.2784,26.4891,Solve_Succeeded,wall_perf_counter
warm,21,35.1151,27.0920,Solve_Succeeded,wall_perf_counter
warm,22,35.5258,27.5298,Solve_Succeeded,wall_perf_counter
warm,23,33.4583,26.0203,Solve_Succeeded,wall_perf_counter
warm,24,32.1533,24.9349,Solve_Succeeded,wall_perf_counter
warm,25,32.0280,24.8912,Solve_Succeeded,wall_perf_counter
warm,26,32.3550,25.1162,Solve_Succeeded,wall_perf_counter
warm,27,33.3188,25.9012,Solve_Succeeded,wall_perf_counter
warm,28,33.7966,26.0963,Solve_Succeeded,wall_perf_counter
warm,29,35.0353,26.9261,Solve_Succeeded,wall_perf_counter
warm,30,33.5140,25.6963,Solve_Succeeded,wall_perf_counter
