noise_file,windows,duration_s,clean_peak_nt,clean_median_nt,replay_rmse_nt,replay_bias_nt,replay_p95_abs_error_nt,gaussian_rmse_nt,gaussian_p95_abs_error_nt,replay_error_to_peak_percent,gaussian_error_to_peak_percent
1780675809_291477.npz,59,3.9195,2326.758889218746,1880.4353004261782,0.7916967979462771,-0.010730108857063958,1.496378243304025,4.306656548998849,8.250382152325594,0.034025734321449376,0.1850925151271214
1780676130_241387.npz,164,9.1845,2552.1925369338646,1746.233414860474,0.27119889052001867,-0.029935600316964444,0.6030336206547644,1.2755665809875298,2.556217567904036,0.010626114080163784,0.04997924578683868
