time_s,x_m,y_m,cross_track_m,route_progress_m,confidence,mode
1783258781.1788769,65.74200656507763,3.1484013130155253,3.219265041755369,66.05375973168731,0.5,track
1783258781.2789168,65.85003440913022,3.170006881826043,3.241314031770298,66.1639269486544,0.5,track
1783258781.3788376,65.95610709814426,3.1912214196288518,3.2629639813324585,66.27210029088279,0.5,track
1783258781.4789567,66.06305663361964,3.212611326723927,3.2847928857801394,66.38116784455451,0.5,track
1783258781.5789764,66.16998703163013,3.233997406326026,3.3066178828540242,66.49021588176487,0.5,track
1783258781.6788676,66.27658598708148,3.2553171974162955,3.328375232540068,66.59892591255986,0.5,track
1783258781.7790918,66.3823164410969,3.276463288219382,3.349955325453025,66.70675024220101,0.5,track
1783258781.8788435,66.49009102898198,3.298018205796396,3.371952607939144,66.81665918754008,0.5,track
1783258781.978851,66.59707244836025,3.3194144896720483,3.393788012466777,66.9257592565404,0.5,track
1783258782.0788713,66.70359989809569,3.340719979619136,3.41553090942565,67.03439636552727,0.5,track
1783258782.1788669,66.81036764106463,3.3620735282129273,3.4373227728133506,67.14327852649146,0.5,track
1783258782.278903,66.91711299898729,3.383422599797459,3.459110021707626,67.25213785909807,0.5,track
1783258782.3788364,67.02392148086527,3.4047842961730543,3.480910126700928,67.36106156576068,0.5,track
1783258782.4788806,67.13065740902223,3.4261314818044477,3.5026954065109,67.46991128185545,0.5,track
1783258782.5788643,67.2373258564288,3.44746517128576,3.5244669045835675,67.57869218081758,0.5,track
1783258782.678449,67.34417089551673,3.4688341791033444,3.5462744341311345,67.68765316866556,0.5,track
1783258782.779011,67.45000568469575,3.490001136939151,3.5678757738605453,67.79558389971373,0.5,track
1783258782.878831,67.55760701856893,3.5115214037137865,3.589837635537258,67.90531615993532,0.5,track
1783258782.9788537,67.66433526874056,3.5328670537481104,3.6116213025921615,68.01415804599067,0.5,track
1783258783.078899,67.77126068197178,3.554252136394356,3.6334451978379754,68.12320099970367,0.5,track
1783258783.1788697,67.87786659217011,3.5755733184340226,3.655203877001145,68.2319181229768,0.5,track
1783258783.2789538,67.98464549420544,3.596929098841088,3.6769978502828957,68.34081166400043,0.5,track
1783258783.3789139,68.09145308773269,3.6182906175465384,3.6987976731118155,68.44973446471948,0.5,track
1783258783.4788287,68.19815271306327,3.639630542612654,3.720575455225926,68.55854715905022,0.5,track
1783258783.579393,68.30491771154985,3.660983542309971,3.7423665751001622,68.66742652118057,0.5,track
1783258783.6789074,68.41158826620831,3.6823176532416624,3.76413841541981,68.77620956912642,0.5,track
1783258783.7788796,68.51849831518601,3.7036996630372006,3.785959135388263,68.8852368543137,0.5,track
1783258783.878903,68.62509379035916,3.7250187580718337,3.807715655510175,68.99394333590745,0.5,track
1783258783.978967,68.73192993132173,3.746385986264347,3.8295215117024,69.10289524941246,0.5,track
1783258784.0788856,68.83866799949432,3.7677335998988646,3.851307386633493,69.21174714790351,0.5,track
1783258784.1788688,68.94511057347086,3.789022114694172,3.873032804939597,69.32029770026018,0.5,track
1783258784.2790635,69.052116173951,3.8104232347902016,3.8948730518352113,69.42942242924258,0.5,track
1783258784.378856,69.1578286974495,3.8315657394899016,3.916449380546987,69.53722847327258,0.5,track
1783258784.4788277,69.2647940374,3.8529588074799985,3.938281374268641,69.6463121444097,0.5,track
1783258784.5788949,69.37240318757276,3.8744806375145506,3.960244767098704,69.75605237572411,0.5,track
1783258784.678862,69.47812734037706,3.8956254680754125,3.9818234715367398,69.86387027936556,0.5,track
1783258784.7788675,69.58608811718116,3.917217623436233,4.003858641873347,69.97396910089091,0.5,track
1783258784.878859,69.69299520617581,3.938599041235161,4.025678781131682,70.08299336747592,0.5,track
1783258784.979535,69.79947703463866,3.959895406927731,4.047412139153886,70.19158395171094,0.5,track
1783258785.0788105,69.9061434759295,3.9812286951859006,4.069183184729632,70.30036280482845,0.5,track
1783258785.1789596,70.01290753249378,4.002581506498759,4.090974163731775,70.40924120638277,0.5,track
1783258785.2788768,70.1196720015757,4.023934400315138,4.112765240510196,70.51812002862417,0.5,track
1783258785.3788233,70.2265364188933,4.04530728377866,4.1345767304240395,70.62710077846641,0.5,track
1783258785.4789796,70.33216038622315,4.066432077244631,4.156135067232362,70.73481651257002,0.5,track
1783258785.5788178,70.43997889921171,4.087995779842342,4.178141307278169,70.84477025290106,0.5,track
1783258785.6788254,70.54665516994194,4.109331033988388,4.199914436309743,70.9535591301192,0.5,track
1783258785.7788444,70.65345322680957,4.1306906453619145,4.221712430602981,71.06247220531557,0.5,track
1783258785.8789237,70.76031373577489,4.152062747154978,4.243523178810575,71.1714489694049,0.5,track
1783258785.9788766,70.86703024879209,4.173406049758419,4.265304543042626,71.28027888586436,0.5,track
1783258786.0788276,70.9737219561919,4.1947443912383795,4.2870811387137335,71.38908350545839,0.5,track
1783258786.178931,71.07954202507717,4.215908405015435,4.30867993372127,71.49699922469354,0.5,track
1783258786.2788904,71.18717752412412,4.237435504824824,4.33064906420534,71.60676632669268,0.5,track
1783258786.3788414,71.29395205782683,4.258790411565366,4.352442397164654,71.71565541287364,0.5,track
1783258786.478862,71.40068706024432,4.280137412048864,4.374227627917669,71.82450418489569,0.5,track
1783258786.5788426,71.5075169038565,4.301503380771299,4.396032208947288,71.9334496763382,0.5,track
1783258786.6788611,71.61435369470183,4.322870738940366,4.417838216694823,72.04240225259619,0.5,track
1783258786.7788153,71.72100869273761,4.344201738547523,4.4396071365516105,72.15116943583752,0.5,track
1783258786.8788426,71.8276899006454,4.365537980129078,4.4613814214037415,72.2599633480086,0.5,track
1783258786.9788222,71.93441670544388,4.386883341088775,4.483165027384931,72.36880376006678,0.5,track
1783258787.078921,72.04121738678228,4.4082434773564545,4.504963724311494,72.47771951170867,0.5,track
1783258787.178816,72.14793543290428,4.429587086580855,4.526745566620968,72.5865509916344,0.5,track
1783258787.2787156,72.25466145862251,4.4509322917245004,4.548529044037349,72.69539060918348,0.5,track
1783258787.3782516,72.36146520371665,4.47229304074333,4.570328389457106,72.80430948525546,0.5,track
1783258787.4787772,72.46843269449404,4.493686538898808,4.592161160693056,72.91339534981424,0.5,track
1783258787.578873,72.57410321712159,4.5148206434243185,4.613729210987214,73.02115856119212,0.5,track
1783258787.6788096,72.68165956806516,4.536331913613032,4.635682174701231,73.13084494764655,0.5,track
1783258787.778796,72.78850764272914,4.557701528545827,4.657490573686995,73.23980903118684,0.5,track
1783258787.878876,72.89540717750022,4.5790814355000435,4.679309473879166,73.34882559394518,0.5,track
1783258787.9789295,73.00113441446607,4.600226882893212,4.700889091120728,73.4566466428266,0.5,track
1783258788.0788221,73.10874489905387,4.621748979810775,4.7228531042511195,73.56638823498268,0.5,track
1783258788.1780832,73.21545489728005,4.64309097945601,4.744633314022198,73.67521150763284,0.5,track
1783258788.2789352,73.32135866681496,4.664271733362991,4.7662488241753165,73.78321258511713,0.5,track
1783258788.378857,73.4289884857254,4.685797697145079,4.788216801530989,73.8929738944909,0.5,track
1783258788.478881,73.53610533326076,4.707221066652154,4.810080150907706,74.00221207365438,0.5,track
1783258788.5781643,73.64250435121176,4.7285008702423506,4.831797044289097,74.11071820740621,0.5,track
1783258788.678914,73.74819576108604,4.749639152217206,4.853369536367033,74.21850271967983,0.5,track
1783258788.7789598,73.85594226273484,4.771188452546967,4.87536154938318,74.32838302256555,0.5,track
1783258788.8788579,73.96165144726544,4.792330289453089,4.896937715569008,74.43618566150306,0.5,track
1783258788.9782033,74.06967727973176,4.813935455946352,4.918986792525747,74.54635082704664,0.5,track
1783258789.0788088,74.1763308898613,4.8352661779722625,4.940755779443256,74.65511659489577,0.5,track
1783258789.1789017,74.28337365738163,4.856674731476326,4.962604229970496,74.76427922697079,0.5,track
1783258789.2788692,74.38972349275721,4.877944698551442,4.984311229113898,74.87273520414027,0.5,track
1783258789.3788261,74.49666507289332,4.899333014578665,5.006139058786121,74.98179464492597,0.5,track
1783258789.4789484,74.60232452556069,4.920464905112137,5.027705170063187,75.08954656711526,0.5,track
1783258789.5788772,74.70995642114748,4.941991284229496,5.049673958484017,75.19930999429167,0.5,track
1783258789.6788461,74.81673757181377,4.963347514362755,5.071469081356698,75.30820582847792,0.5,track
1783258789.7784574,74.92387075070287,4.984774150140574,5.093336081522323,75.41746066241967,0.5,track
1783258789.8789659,75.03021806566969,5.0060436131339365,5.115042652455656,75.52591406926648,0.5,track
1783258789.9790137,75.13700342103196,5.027400684206392,5.13683865837225,75.63481419141812,0.5,track
1783258790.0789626,75.24382214785768,5.048764429571536,5.158641488049495,75.7437483459184,0.5,track
1783258790.1789603,75.34964884639199,5.069929769278398,5.180241780421941,75.85167082609551,0.5,track
1783258790.2788863,75.45728815503927,5.091457631007852,5.202212144135429,75.96144181313993,0.5,track
1783258790.3788607,75.56426398747067,5.112852797494135,5.224047053773359,76.07053618455005,0.5,track
1783258790.478291,75.67072930193902,5.134145860387802,5.2457777258511165,76.17910992774902,0.5,track
1783258790.5789547,75.77747708009616,5.155495416019232,5.267565374792344,76.2879717285202,0.5,track
1783258790.678856,75.88427084710901,5.176854169421803,5.289362885872871,76.39688042890594,0.5,track
1783258790.7790062,75.99098792384758,5.198197584769516,5.3111450082985625,76.50571092025065,0.5,track
1783258790.8788579,76.09688872644654,5.219377745289307,5.332760607579637,76.61370897204209,0.5,track
1783258790.9788692,76.20446841594972,5.240893683189945,5.354719069939629,76.7234191592507,0.5,track
1783258791.0789025,76.31046863646337,5.262093727292674,5.376355069428941,76.83151859781954,0.5,track
1783258791.1789262,76.41827058412339,5.283654116824677,5.398358956621213,76.94145544476387,0.5,track
1783258791.278871,76.52462932023592,5.304925864047183,5.420068181782962,77.04992049893966,0.5,track
1783258791.3788896,76.63147337925528,5.326294675851058,5.441876513782539,77.1588804873099,0.5,track
1783258791.478878,76.73823246703338,5.347646493406676,5.463667511255033,77.26775382167668,0.5,track
1783258791.578953,76.84499693364714,5.368999386729428,5.485459626025383,77.37663264140105,0.5,track
1783258791.6788585,76.95078188862772,5.390156377725543,5.507051759440845,77.48451255133915,0.5,track
1783258791.7789822,77.05751995806132,5.411503991612263,5.528838531743356,77.59336445111617,0.5,track
1783258791.8781276,77.16530761315165,5.433061522630331,5.550839644177783,77.70328672244219,0.5,track
1783258791.9788144,77.27197680883233,5.454395361766467,5.57261238608315,77.8120683844972,0.5,track
1783258792.0788348,77.37884429910125,5.47576885982025,5.594425637524166,77.92105226814718,0.5,track
1783258792.1780288,77.48554946018365,5.49710989203673,5.616205757221409,78.02987060785921,0.5,track
1783258792.2787902,77.59222386607952,5.518444773215903,5.637979608378187,78.13865758331201,0.5,track
1783258792.378874,77.69900341139542,5.539800682279086,5.65977495380019,78.24755178035568,0.5,track
1783258792.4788473,77.80576772176885,5.561153544353768,5.681567197265481,78.35643044074554,0.5,track
1783258792.5788834,77.91248906005154,5.58249781201031,5.703350656899412,78.46526527802959,0.5,track
1783258792.67886,78.01921833246567,5.603843666493134,5.725134628389646,78.57410820657182,0.5,track
1783258792.778244,78.12618330933896,5.625236661867791,5.746967487827451,78.6831915074414,0.5,track
