route_progress_m,burial_depth_m,burial_sigma_m,accuracy_target_m,accuracy_pass
79.23054799807859,1.5,,0.15,False
79.33618754236107,1.5,,0.15,False
79.44533393586266,1.5,,0.15,False
79.55405445930916,1.5,,0.15,False
79.66276568459196,1.5,,0.15,False
79.77105053070082,1.5,,0.15,False
79.88055528825282,1.5,,0.15,False
79.98934766838846,1.5,,0.15,False
80.09860782770852,1.5,,0.15,False
80.20719142716143,1.5,,0.15,False
80.31704224274624,1.5,,0.15,False
80.42493041546493,1.5,,0.15,False
80.53373827372141,1.5,,0.15,False
80.64222385408301,1.5,,0.15,False
80.75149027473995,1.5,,0.15,False
80.86030487624025,1.5,,0.15,False
80.96947078992696,1.5,,0.15,False
81.07713130252405,1.5,,0.15,False
81.18650081678862,1.5,,0.15,False
81.29572068592736,1.5,,0.15,False
81.40467545785631,1.5,,0.15,False
81.51247384372994,1.5,,0.15,False
81.62144724890342,1.5,,0.15,False
81.73119210211567,1.5,,0.15,False
81.8400843380183,1.5,,0.15,False
81.94933329919645,1.5,,0.15,False
82.05671084271265,1.5,,0.15,False
82.16667568694257,1.5,,0.15,False
82.27552917760681,1.5,,0.15,False
82.38443161190773,1.5,,0.15,False
82.49333680498816,1.5,,0.15,False
82.60223619925648,1.5,,0.15,False
82.71000341124298,1.5,,0.15,False
82.81985872776002,1.5,,0.15,False
82.92873942681754,1.5,,0.15,False
83.03699902137464,1.5,,0.15,False
83.14564363336743,1.5,,0.15,False
83.25536124312683,1.5,,0.15,False
83.36424588906047,1.5,,0.15,False
83.47327960964094,1.5,,0.15,False
83.58193268968918,1.5,,0.15,False
83.69067028783604,1.5,,0.15,False
83.79867492295044,1.5,,0.15,False
83.90857460739437,1.5,,0.15,False
84.01746210195738,1.5,,0.15,False
84.12631948607708,1.5,,0.15,False
84.23468962577229,1.5,,0.15,False
84.34402218844991,1.5,,0.15,False
84.45293374476391,1.5,,0.15,False
84.561768507452,1.5,,0.15,False
84.67071084053495,1.5,,0.15,False
84.77953301905302,1.5,,0.15,False
84.88830307826247,1.5,,0.15,False
84.99733776347188,1.5,,0.15,False
85.10614479439846,1.5,,0.15,False
85.21494615775876,1.5,,0.15,False
85.3240687112519,1.5,,0.15,False
85.43272786284933,1.5,,0.15,False
85.54155449613808,1.5,,0.15,False
85.6494551311836,1.5,,0.15,False
85.75932174330742,1.5,,0.15,False
85.86715137680471,1.5,,0.15,False
85.97723976913677,1.5,,0.15,False
86.08591618512025,1.5,,0.15,False
86.19480145394252,1.5,,0.15,False
86.30388442225691,1.5,,0.15,False
86.41252592872078,1.5,,0.15,False
86.52133479935013,1.5,,0.15,False
86.63041644264008,1.5,,0.15,False
86.73913197243188,1.5,,0.15,False
86.84803437105364,1.5,,0.15,False
86.95688039284956,1.5,,0.15,False
87.06602312128666,1.5,,0.15,False
87.17466580189593,1.5,,0.15,False
87.28351719463726,1.5,,0.15,False
87.39233246587625,1.5,,0.15,False
87.50129932524862,1.5,,0.15,False
87.61017452536271,1.5,,0.15,False
87.71890536951494,1.5,,0.15,False
87.82779766369839,1.5,,0.15,False
87.93586377760619,1.5,,0.15,False
88.04565612789769,1.5,,0.15,False
88.1543281161792,1.5,,0.15,False
88.26334243847197,1.5,,0.15,False
88.37197592697052,1.5,,0.15,False
88.48094269478727,1.5,,0.15,False
88.58865938876735,1.5,,0.15,False
88.69861763981773,1.5,,0.15,False
88.8074750718412,1.5,,0.15,False
88.91630671067745,1.5,,0.15,False
89.02524391811042,1.5,,0.15,False
89.13407046283183,1.5,,0.15,False
89.24613373204672,1.5,,0.15,False
89.35189440776671,1.5,,0.15,False
89.46075945486925,1.5,,0.15,False
89.56955748106886,1.5,,0.15,False
89.67837597147343,1.5,,0.15,False
89.78722946509565,1.5,,0.15,False
89.89609538278411,1.5,,0.15,False
90.00456436856703,1.5,,0.15,False
90.11385461175195,1.5,,0.15,False
90.22283927035306,1.5,,0.15,False
90.33162457368587,1.5,,0.15,False
90.44052370174569,1.5,,0.15,False
90.5495259215229,1.5,,0.15,False
90.65827399769884,1.5,,0.15,False
90.76701866175915,1.5,,0.15,False
90.87591979962991,1.5,,0.15,False
90.98479258236799,1.5,,0.15,False
91.09364922180322,1.5,,0.15,False
91.20163079118566,1.5,,0.15,False
91.3113947940206,1.5,,0.15,False
91.42022247314287,1.5,,0.15,False
91.52911915409514,1.5,,0.15,False
91.63797608317566,1.5,,0.15,False
91.74688307466505,1.5,,0.15,False
91.85575888693322,1.5,,0.15,False
91.96456303205343,1.5,,0.15,False
92.07338012973338,1.5,,0.15,False
92.18227636909707,1.5,,0.15,False
92.29127044102287,1.5,,0.15,False
92.39939651297956,1.5,,0.15,False
92.50889220990236,1.5,,0.15,False
92.61773630048717,1.5,,0.15,False
92.72664591233487,1.5,,0.15,False
92.83545539981458,1.5,,0.15,False
92.9438620779627,1.5,,0.15,False
93.05325460212362,1.5,,0.15,False
93.16206933561911,1.5,,0.15,False
93.27111507825306,1.5,,0.15,False
93.37981663084345,1.5,,0.15,False
93.4886720987013,1.5,,0.15,False
93.59756415915831,1.5,,0.15,False
93.70641858029342,1.5,,0.15,False
93.81548272796519,1.5,,0.15,False
93.92328305087156,1.5,,0.15,False
94.03312355896355,1.5,,0.15,False
