test_type,trial,trigger_ms,remote_mode_ms,recovery_mode_ms,bit_clear_ms
natural_heartbeat_outage,1,1058.1182089999857,1058.1182089999857,240.89487499986717,554.6563329999117
natural_heartbeat_outage,2,1049.3105420000575,1049.3105420000575,230.90029200011486,545.0132500000109
natural_heartbeat_outage,3,1044.1108340000937,1044.1108340000937,223.20700000000215,537.0031669999662
natural_heartbeat_outage,4,1032.3142930001268,1032.3142930001268,221.32333399986237,533.3762919999572
natural_heartbeat_outage,5,1023.0418339997414,1023.0418339997414,202.1553340000537,516.201125000407
telnet_forced_timeout,1,183.64849999943544,183.64849999943544,470.5048750001879,470.5048750001879
telnet_forced_timeout,2,354.9777090001953,354.9777090001953,154.80754200052615,154.80754200052615
telnet_forced_timeout,3,45.327666999583016,45.327666999583016,363.71695899924816,363.71695899924816
