scenario,controller,variant,metric,value
hairpin_180deg,mpc_preview_speed,xy_v4_short_realtime,mean_solve_ms,10.402030551597363
hairpin_180deg,mpc_preview_speed,xy_v4_short_realtime,max_solve_ms,28.48791599899414
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,lateral_rmse_m,2.860064904855099
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,lateral_p95_m,7.97147314529589
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,lateral_max_m,10.007058107268838
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,yaw_rmse_deg,5.862112994560748
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,yaw_p95_deg,17.51645785542503
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,progress_pct,100.0
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,mean_speed_mps,1.0768655014606174
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,cmd_smoothness_deg2,6047.198684048197
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,solve_success_rate,1.0
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,mean_solve_ms,13.686649357777014
hairpin_180deg,mpc_preview_speed,xy_v5_yaw_strict,max_solve_ms,45.00449999977718
