scenario,best_variant,pid_lateral_rmse_m,los_lateral_rmse_m,mpc_lateral_rmse_m,lateral_rmse_reduction_vs_yaw_pct,lateral_rmse_reduction_vs_los_pct,pid_yaw_rmse_deg,los_yaw_rmse_deg,mpc_yaw_rmse_deg,yaw_rmse_reduction_vs_yaw_pct,yaw_rmse_reduction_vs_los_pct,mpc_success_rate,mpc_mean_solve_ms,mpc_max_solve_ms
s_turn_long_wave,xy_v4_short_realtime,0.0925265070274347,1.0474178038228714,0.05455888385390733,41.03432021082318,94.79110593167522,0.45511011813177227,5.818680144627727,0.24288925322358007,N/A (baseline=0.455<0.5),95.82569848855097,1.0,6.777732920018025,20.91287500297767
s_turn_short_wave,xy_v3_speed_flexible,2.5965191738651403,1.657430143237024,1.654606787597967,36.275964982190224,0.170345377787251,58.50870160670502,58.81973536021718,68.92635017735637,-17.805297818226595,-17.182353431625287,1.0,14.529449184769677,43.77254200153402
chicane_90deg,xy_v1_balanced,3.596121673005052,0.6586472390569447,1.4516002068961678,59.634285519512,-120.39114731196294,44.605117876229336,23.15029814319139,30.353013745426498,31.951723948695076,-31.112841647585697,1.0,9.904150012981619,21.349292001104914
hairpin_180deg,xy_v3_speed_flexible,4.69454494478973,4.692457500636383,2.2766652096080904,51.50402783692887,51.48245435788533,0.8834416454578629,62.08996857810973,2.221913856766764,-151.50657863940847,96.42146081299498,1.0,13.63730182197287,32.36558299977332
